posicion,etiqueta
02010050402,30557690101628001622
02010050501,
02010050502,30557690101325001480
02010050601,
02010050602,30557690100516001629
02010050701,
02010050702,30557690101022001706
02010050801,
02010050802,
02010060101,
02010060102,
02010060201,
02010060202,
02010060301,
02010060302,
02010060401,
02010060402,
02010060501,
02010060502,30557690100819001670
02010060601,
02010060602,
02010060701,
02010060702,30557690101628001002
02010060801,
02010060802,
02010070101,
02010070102,
02010070201,
02010070202,
02010070301,
02010070302,30557690101527001080
02010070401,
02010070402,
02010070501,
02010070502,
02010070601,
02010070602,
02010070701,
02010070702,
02010070801,
02010070802,
02010080101,
02010080102,
02010080201,
02010080202,
02010080301,
02010080302,30557690100921001008
02010080401,
02010080402,30557690101426000820
02010080501,
02010080502,
02010080601,
02010080602,
02010080701,
02010080702,30557690101022001079
02010080801,
02010080802,
02010090101,
02010090102,
02010090201,
02010090202,30557690101628000869
02010090301,
02010090302,
02010090401,
02010090402,
02010090501,
02010090502,
02010090601,
02010090602,
02010090701,
02010090702,
02010090801,
02010090802,
02010100101,
02010100102,
02010100201,
02010100202,
02010100301,
02010100302,30557690100112000968
02010100401,
02010100402,
02010100501,
02010100502,30557690100314000837
02010100601,
02010100602,
02010100701,
02010100702,30557690100921000859
02010100801,
02010100802,
02010110101,
02010110102,
02010110201,
02010110202,
02010110301,
02010110302,30557690101932001075
02010110401,
02010110402,
02010110501,
02010110502,30557690101628001001
02010110601,
02010110602,
02010110701,
02010110702,
02010110801,
02010110802,
02010120101,
02010120102,
02010120201,
02010120202,
02010120301,
02010120302,
02010120401,
02010120402,
02010120501,
02010120502,
02010120601,
02010120602,
02010120701,
02010120702,
02010120801,
02010120802,
02010130101,
02010130102,
02010130201,
02010130202,
02010130301,
02010130302,
02010130401,
02010130402,
02010130501,
02010130502,30557690100314001149
02010130601,
02010130602,
02010130701,
02010130702,
02010130801,
02010130802,
02010140101,
02010140102,
02010140201,
02010140202,
02010140301,
02010140302,
02010140401,
02010140402,
02010140501,
02010140502,
02010140601,
02010140602,
02010140701,
02010140702,
02010140801,
02010140802,
02010150101,
02010150102,30557690100516000838
02010150201,
02010150202,
02010150301,
02010150302,
02010150401,
02010150402,
02010150501,
02010150502,
02010150601,
02010150602,
02010150701,
02010150702,
02010150801,
02010150802,
02010160101,
02010160102,30557690100617000931
02010160201,
02010160202,30557690100921001064
02010160301,
02010160302,
02010160401,
02010160402,
02010160501,
02010160502,
02010160601,
02010160602,
02010160701,
02010160702,
02010160801,
02010160802,
02010170101,
02010170102,
02010170201,
02010170202,
02010170301,
02010170302,
02010170401,
02010170402,30557690100112000918
02010170501,
02010170502,30557690101527001145
02010170601,
02010170602,
02010170701,
02010170702,
02010170801,
02010170802,30557690101022000863
02010180101,
02010180102,
02010180201,
02010180202,
02010180301,
02010180302,30557690101022000953
02010180401,
02010180402,
02010180501,
02010180502,
02010180601,
02010180602,
02010180701,
02010180702,
02010180801,
02010180802,
02010190101,
02010190102,
02010190201,
02010190202,
02010190301,
02010190302,
02010190401,
02010190402,
02010190501,
02010190502,
02010190601,
02010190602,
02010190701,
02010190702,
02010190801,
02010190802,
02010200101,
02010200102,
02010200201,
02010200202,
02010200301,
02010200302,
02010200401,
02010200402,
02010200501,
02010200502,30557690101224000853
02010200601,
02010200602,
02010200701,
02010200702,30557690101831001026
02010200801,
02010200802,
02010210101,
02010210102,30557690101022001057
02010210201,
02010210202,
02010210301,
02010210302,
02010210401,
02010210402,30557690100112001178
02010210501,
02010210502,
02010210601,
02010210602,
02010210701,
02010210702,
02010210801,
02010210802,
02010220101,
02010220102,
02010220201,
02010220202,
02010220301,
02010220302,
02010220401,
02010220402,30557690100314000871
02010220501,
02010220502,
02010220601,
02010220602,
02010220701,
02010220702,
02010220801,
02010220802,
02010230101,
02010230102,
02010230201,
02010230202,
02010230301,
02010230302,
02010230401,
02010230402,
02010230501,
02010230502,
02010230601,
02010230602,
02010230701,
02010230702,
02010230801,
02010230802,
02010240101,
02010240102,
02010240201,
02010240202,
02010240301,
02010240302,
02010240401,
02010240402,
02010240501,
02010240502,
02010240601,
02010240602,30557690101224001071
02010240701,
02010240702,
02010240801,
02010240802,
02010250101,
02010250102,
02010250201,
02010250202,
02010250301,
02010250302,
02010250401,
02010250402,
02010250501,
02010250502,
02010250601,
02010250602,
02010250701,
02010250702,30557690101527001047
02010250801,
02010250802,
02010260101,
02010260102,
02010260201,
02010260202,
02010260301,
02010260302,
02010260401,
02010260402,
02010260501,
02010260502,
02010260601,
02010260602,
02010260701,
02010260702,
02010260801,
02010260802,30557690101022000894
02010270101,
02010270102,
02010270201,
02010270202,30557690101123000951
02010270301,
02010270302,
02010270401,
02010270402,
02010270501,
02010270502,
02010270601,
02010270602,
02010270701,
02010270702,
02010270801,
02010270802,
02010280101,
02010280102,
02010280201,
02010280202,
02010280301,
02010280302,
02010280401,
02010280402,
02010280501,
02010280502,
02010280601,
02010280602,
02010280701,
02010280702,
02010280801,
02010280802,
02010290101,
02010290102,
02010290201,
02010290202,
02010290301,
02010290302,
02010290401,
02010290402,
02010290501,
02010290502,
02010290601,
02010290602,
02010290701,
02010290702,
02010290801,
02010290802,30557690101325001110
02010300101,
02010300102,30557690100718001074
02010300201,
02010300202,
02010300301,
02010300302,
02010300401,
02010300402,
02010300501,
02010300502,
02010300601,
02010300602,
02010300701,
02010300702,30557690100718000819
02010300801,
02010300802,
02010310101,
02010310102,
02010310201,
02010310202,
02010310301,
02010310302,
02010310401,
02010310402,
02010310501,
02010310502,
02010310601,
02010310602,30557690101729001140
02010310701,
02010310702,
02010310801,
02010310802,
02010320101,
02010320102,
02010320201,
02010320202,
02010320301,
02010320302,
02010320401,
02010320402,
02010320501,
02010320502,
02010320601,
02010320602,
02010320701,
02010320702,
02010320801,
02010320802,
02010330101,
02010330102,
02010330201,
02010330202,
02010330301,
02010330302,
02010330401,
02010330402,
02010330501,
02010330502,30557690101325001170
02010330601,
02010330602,
02010330701,
02010330702,
02010330801,
02010330802,
02010340101,
02010340102,
02010340201,
02010340202,
02010340301,
02010340302,
02010340401,
02010340402,
02010340501,
02010340502,
02010340601,
02010340602,
02010340701,
02010340702,30557690101527000982
02010340801,
02010340802,
02010350101,
02010350102,30557690101527001189
02010350201,
02010350202,
02010350301,
02010350302,
02010350401,
02010350402,
02010350501,
02010350502,
02010350601,
02010350602,
02010350701,
02010350702,
02010350801,
02010350802,
02010360101,
02010360102,30557690101123001084
02010360201,
02010360202,
02010360301,
02010360302,
02010360401,
02010360402,
02010360501,
02010360502,
02010360601,
02010360602,
02010360701,
02010360702,
02010360801,
02010360802,30557690100516000849
02010370101,
02010370102,
02010370201,
02010370202,
02010370301,
02010370302,
02010370401,
02010370402,
02010370501,
02010370502,
02010370601,
02010370602,
02010370701,
02010370702,
02010370801,
02010370802,
02010380101,
02010380102,30557690100011001164
02010380201,
02010380202,
02010380301,
02010380302,
02010380401,
02010380402,
02010380501,
02010380502,
02010380601,
02010380602,
02010380701,
02010380702,
02010380801,
02010380802,
02010390101,
02010390102,
02010390201,
02010390202,
02010390301,
02010390302,
02010390401,
02010390402,
02010390501,
02010390502,
02010390601,
02010390602,
02010390701,
02010390702,
02010390801,
02010390802,
02010400101,
02010400102,30557690100921001193
02010400201,
02010400202,30557690101022000978
02010400301,
02010400302,
02010400401,
02010400402,
02010400501,
02010400502,30557690100112001086
02010400601,
02010400602,
02010400701,
02010400702,
02010400801,
02010400802,
02010410101,
02010410102,30557690100516001070
02010410201,
02010410202,
02010410301,
02010410302,
02010410401,
02010410402,
02010410501,
02010410502,
02010410601,
02010410602,
02010410701,
02010410702,
02010410801,
02010410802,30557690101022001128
02010420101,
02010420102,
02010420201,
02010420202,
02010420301,
02010420302,
02010420401,
02010420402,
02010420501,
02010420502,
02010420601,
02010420602,
02010420701,
02010420702,
02010420801,
02010420802,
02010430101,
02010430102,
02010430201,
02010430202,
02010430301,
02010430302,
02010430401,
02010430402,
02010430501,
02010430502,
02010430601,
02010430602,
02010430701,
02010430702,
02010430801,
02010430802,
02010440101,
02010440102,
02010440201,
02010440202,
02010440301,
02010440302,
02010440401,
02010440402,
02010440501,
02010440502,
02010440601,
02010440602,
02010440701,
02010440702,
02010440801,
02010440802,
02010450101,
02010450102,
02010450201,
02010450202,
02010450301,
02010450302,
02010450401,
02010450402,
02010450501,
02010450502,
02010450601,
02010450602,
02010450701,
02010450702,
02010450801,
02010450802,
02010460101,
02010460102,
02010460201,
02010460202,30557690101123000957
02010460301,
02010460302,
02010460401,
02010460402,
02010460501,
02010460502,
02010460601,
02010460602,30557690101325001025
02010460701,
02010460702,30557690101426001154
02010460801,
02010460802,
02010470101,
02010470102,
02010470201,
02010470202,
02010470301,
02010470302,
02010470401,
02010470402,
02010470501,
02010470502,
02010470601,
02010470602,
02010470701,
02010470702,
02010470801,
02010470802,
02010480101,
02010480102,
02010480201,
02010480202,
02010480301,
02010480302,
02010480401,
02010480402,
02010480501,
02010480502,
02010480601,
02010480602,
02010480701,
02010480702,
02010480801,
02010480802,
02010490101,
02010490102,
02010490201,
02010490202,
02010490301,
02010490302,
02010490401,
02010490402,
02010490501,
02010490502,
02010490601,
02010490602,
02010490701,
02010490702,
02010490801,
02010490802,
02010500101,
02010500102,
02010500201,
02010500202,
02010500301,
02010500302,
02010500401,
02010500402,
02010500501,
02010500502,
02010500601,
02010500602,
02010500701,
02010500702,
02010500801,
02010500802,
02010510101,
02010510102,
02010510201,
02010510202,
02010510301,
02010510302,
02010510401,
02010510402,
02010510501,
02010510502,30557690101729000916
02010510601,
02010510602,
02010510701,
02010510702,
02010510801,
02010510802,
02010520101,
02010520102,30557690101224001009
02010520201,
02010520202,30557690100617001077
02010520301,
02010520302,
02010520401,
02010520402,
02010520501,
02010520502,
02010520601,
02010520602,
02010520701,
02010520702,
02010520801,
02010520802,30557690101831000831
02010530101,
02010530102,
02010530201,
02010530202,
02010530301,
02010530302,
02010530401,
02010530402,
02010530501,
02010530502,
02010530601,
02010530602,
02010530701,
02010530702,30557690101123000913
02010530801,
02010530802,
02010540101,
02010540102,
02010540201,
02010540202,
02010540301,
02010540302,
02010540401,
02010540402,
02010540501,
02010540502,
02010540601,
02010540602,
02010540701,
02010540702,
02010540801,
02010540802,
02010550101,
02010550102,
02010550201,
02010550202,
02010550301,
02010550302,
02010550401,
02010550402,
02010550501,
02010550502,
02010550601,
02010550602,
02010550701,
02010550702,
02010550801,
02010550802,
02010560101,
02010560102,
02010560201,
02010560202,30557690100112000822
02010560301,
02010560302,
02010560401,
02010560402,
02010560501,
02010560502,
02010560601,
02010560602,
02010560701,
02010560702,
02010560801,
02010560802,
02010570101,
02010570102,
02010570201,
02010570202,
02010570301,
02010570302,30557690101426000879
02010570401,
02010570402,
02010570501,
02010570502,30557690100011001003
02010570601,
02010570602,
02010570701,
02010570702,
02010570801,
02010570802,
02010580101,
02010580102,
02010580201,
02010580202,
02010580301,
02010580302,
02010580401,
02010580402,30557690101527000963
02010580501,
02010580502,
02010580601,
02010580602,
02010580701,
02010580702,
02010580801,
02010580802,
02010590101,
02010590102,
02010590201,
02010590202,
02010590301,
02010590302,
02010590401,
02010590402,30557690101831001106
02010590501,
02010590502,
02010590601,
02010590602,
02010590701,
02010590702,
02010590801,
02010590802,30557690100516000912
02010600101,
02010600102,
02010600201,
02010600202,
02010600301,
02010600302,
02010600401,
02010600402,
02010600501,
02010600502,
02010600601,
02010600602,30557690101224001168
02010600701,
02010600702,
02010600801,
02010600802,
02020010101,30557690101831001491
02020010102,30557690101831001398
02020010201,30557690101628001372
02020010202,30557690101628001299
02020010301,30557690100112001312
02020010302,30557690100112001242
02020010401,30557690100011001256
02020010402,30557690100011001210
02020010501,30557690100718001280
02020010502,30557690100718001202
02020010601,30557690100314001390
02020010602,30557690100314001233
02020010701,30557690100213001274
02020010702,30557690100213001255
02020010801,30557690101224001558
02020010802,30557690101224001327
02020020101,30557690100921001631
02020020102,30557690100921000955
02020020201,30557690100718001563
02020020202,30557690100718001402
02020020301,30557690101123001493
02020020302,30557690101123001330
02020020401,30557690101831001329
02020020402,30557690101831001261
02020020501,30557690101123001260
02020020502,30557690101123001241
02020020601,30557690101325001348
02020020602,30557690101325001262
02020020701,30557690100213001450
02020020702,30557690100213001344
02020020801,30557690100112001477
02020020802,30557690100112001412
02020030101,
02020030102,30557690100819001612
02020030201,30557690101932001621
02020030202,30557690101932001465
02020030301,30557690100516001497
02020030302,30557690100516001437
02020030401,30557690100011001555
02020030402,30557690100011001349
02020030501,30557690101527001351
02020030502,30557690101527001264
02020030601,30557690101022001496
02020030602,30557690101022001377
02020030701,30557690101729001605
02020030702,30557690101729001442
02020030801,30557690100213001686
02020030802,30557690100213001516
02020040101,
02020040102,30557690101527001709
02020040201,
02020040202,30557690100314001632
02020040301,
02020040302,30557690101628001529
02020040401,30557690101527001616
02020040402,30557690101527001451
02020040501,30557690100415001502
02020040502,30557690100415001392
02020040601,30557690100617001628
02020040602,30557690100617001457
02020040701,
02020040702,30557690101123001553
02020040801,
02020040802,30557690100112001651
02020050101,
02020050102,
02020050201,
02020050202,
02020050301,
02020050302,30557690100921001667
02020050401,30557690101022001643
02020050402,30557690101022001571
02020050501,30557690101426001492
02020050502,30557690101426001044
02020050601,30557690101831001664
02020050602,30557690101831001589
02020050701,
02020050702,30557690100516001679
02020050801,
02020050802,
02020060101,
02020060102,30557690101527001119
02020060201,
02020060202,
02020060301,
02020060302,
02020060401,
02020060402,30557690100718001683
02020060501,
02020060502,30557690101325001593
02020060601,
02020060602,30557690100011001693
02020060701,
02020060702,
02020060801,
02020060802,30557690101932000827
02020070101,
02020070102,
02020070201,
02020070202,
02020070301,
02020070302,
02020070401,
02020070402,
02020070501,
02020070502,30557690101426001708
02020070601,
02020070602,
02020070701,
02020070702,
02020070801,
02020070802,
02020080101,
02020080102,
02020080201,
02020080202,30557690100617001112
02020080301,
02020080302,
02020080401,
02020080402,
02020080501,
02020080502,30557690100516000972
02020080601,
02020080602,
02020080701,
02020080702,
02020080801,
02020080802,
02020090101,
02020090102,
02020090201,
02020090202,
02020090301,
02020090302,
02020090401,
02020090402,
02020090501,
02020090502,
02020090601,
02020090602,
02020090701,
02020090702,
02020090801,
02020090802,
02020100101,
02020100102,
02020100201,
02020100202,
02020100301,
02020100302,
02020100401,
02020100402,
02020100501,
02020100502,30557690101628001096
02020100601,
02020100602,
02020100701,
02020100702,
02020100801,
02020100802,
02020110101,
02020110102,
02020110201,
02020110202,
02020110301,
02020110302,
02020110401,
02020110402,
02020110501,
02020110502,
02020110601,
02020110602,
02020110701,
02020110702,
02020110801,
02020110802,
02020120101,
02020120102,
02020120201,
02020120202,
02020120301,
02020120302,
02020120401,
02020120402,
02020120501,
02020120502,30557690101224001010
02020120601,
02020120602,
02020120701,
02020120702,
02020120801,
02020120802,
02020130101,
02020130102,
02020130201,
02020130202,
02020130301,
02020130302,30557690100415001196
02020130401,
02020130402,
02020130501,
02020130502,
02020130601,
02020130602,
02020130701,
02020130702,
02020130801,
02020130802,
02020140101,
02020140102,
02020140201,
02020140202,
02020140301,
02020140302,
02020140401,
02020140402,
02020140501,
02020140502,
02020140601,
02020140602,
02020140701,
02020140702,
02020140801,
02020140802,
02020150101,
02020150102,
02020150201,
02020150202,
02020150301,
02020150302,
02020150401,
02020150402,
02020150501,
02020150502,
02020150601,
02020150602,
02020150701,
02020150702,
02020150801,
02020150802,
02020160101,
02020160102,
02020160201,
02020160202,
02020160301,
02020160302,
02020160401,
02020160402,30557690101022001124
02020160501,
02020160502,
02020160601,
02020160602,
02020160701,
02020160702,
02020160801,
02020160802,
02020170101,
02020170102,
02020170201,
02020170202,
02020170301,
02020170302,
02020170401,
02020170402,
02020170501,
02020170502,
02020170601,
02020170602,
02020170701,
02020170702,
02020170801,
02020170802,
02020180101,
02020180102,
02020180201,
02020180202,
02020180301,
02020180302,
02020180401,
02020180402,
02020180501,
02020180502,
02020180601,
02020180602,
02020180701,
02020180702,
02020180801,
02020180802,
02020190101,
02020190102,
02020190201,
02020190202,
02020190301,
02020190302,30557690101729000847
02020190401,
02020190402,
02020190501,
02020190502,
02020190601,
02020190602,
02020190701,
02020190702,
02020190801,
02020190802,
02020200101,
02020200102,
02020200201,
02020200202,
02020200301,
02020200302,30557690101426001013
02020200401,
02020200402,
02020200501,
02020200502,
02020200601,
02020200602,
02020200701,
02020200702,
02020200801,
02020200802,
02020210101,
02020210102,
02020210201,
02020210202,
02020210301,
02020210302,
02020210401,
02020210402,
02020210501,
02020210502,
02020210601,
02020210602,
02020210701,
02020210702,
02020210801,
02020210802,
02020220101,
02020220102,
02020220201,
02020220202,
02020220301,
02020220302,
02020220401,
02020220402,
02020220501,
02020220502,
02020220601,
02020220602,
02020220701,
02020220702,
02020220801,
02020220802,
02020230101,
02020230102,
02020230201,
02020230202,
02020230301,
02020230302,30557690100415001125
02020230401,
02020230402,30557690100314001169
02020230501,
02020230502,
02020230601,
02020230602,
02020230701,
02020230702,
02020230801,
02020230802,
02020240101,
02020240102,
02020240201,
02020240202,
02020240301,
02020240302,30557690100921001109
02020240401,
02020240402,
02020240501,
02020240502,
02020240601,
02020240602,
02020240701,
02020240702,
02020240801,
02020240802,
02020250101,
02020250102,30557690100921000872
02020250201,
02020250202,
02020250301,
02020250302,
02020250401,
02020250402,
02020250501,
02020250502,
02020250601,
02020250602,
02020250701,
02020250702,
02020250801,
02020250802,
02020260101,
02020260102,
02020260201,
02020260202,
02020260301,
02020260302,
02020260401,
02020260402,
02020260501,
02020260502,
02020260601,
02020260602,
02020260701,
02020260702,
02020260801,
02020260802,
02020270101,
02020270102,
02020270201,
02020270202,
02020270301,
02020270302,
02020270401,
02020270402,30557690100617000998
02020270501,
02020270502,
02020270601,
02020270602,
02020270701,
02020270702,
02020270801,
02020270802,
02020280101,
02020280102,
02020280201,
02020280202,
02020280301,
02020280302,
02020280401,
02020280402,
02020280501,
02020280502,
02020280601,
02020280602,30557690100011001133
02020280701,
02020280702,
02020280801,
02020280802,30557690101628001114
02020290101,
02020290102,
02020290201,
02020290202,
02020290301,
02020290302,
02020290401,
02020290402,
02020290501,
02020290502,30557690101022001183
02020290601,
02020290602,
02020290701,
02020290702,30557690100314000843
02020290801,
02020290802,30557690101932000993
02020300101,
02020300102,
02020300201,
02020300202,
02020300301,
02020300302,
02020300401,
02020300402,
02020300501,
02020300502,
02020300601,
02020300602,
02020300701,
02020300702,
02020300801,
02020300802,
02020310101,
02020310102,
02020310201,
02020310202,
02020310301,
02020310302,
02020310401,
02020310402,
02020310501,
02020310502,
02020310601,
02020310602,
02020310701,
02020310702,
02020310801,
02020310802,
02020320101,
02020320102,
02020320201,
02020320202,
02020320301,
02020320302,
02020320401,
02020320402,
02020320501,
02020320502,
02020320601,
02020320602,
02020320701,
02020320702,
02020320801,
02020320802,
02020330101,
02020330102,30557690101426000846
02020330201,
02020330202,
02020330301,
02020330302,
02020330401,
02020330402,
02020330501,
02020330502,30557690100718001111
02020330601,
02020330602,
02020330701,
02020330702,
02020330801,
02020330802,
02020340101,
02020340102,
02020340201,
02020340202,
02020340301,
02020340302,
02020340401,
02020340402,
02020340501,
02020340502,
02020340601,
02020340602,
02020340701,
02020340702,
02020340801,
02020340802,
02020350101,
02020350102,
02020350201,
02020350202,
02020350301,
02020350302,
02020350401,
02020350402,
02020350501,
02020350502,
02020350601,
02020350602,
02020350701,
02020350702,
02020350801,
02020350802,
02020360101,
02020360102,30557690100415001021
02020360201,
02020360202,
02020360301,
02020360302,
02020360401,
02020360402,
02020360501,
02020360502,
02020360601,
02020360602,
02020360701,
02020360702,
02020360801,
02020360802,
02020370101,
02020370102,30557690101426001113
02020370201,
02020370202,
02020370301,
02020370302,
02020370401,
02020370402,
02020370501,
02020370502,
02020370601,
02020370602,
02020370701,
02020370702,
02020370801,
02020370802,
02020380101,
02020380102,
02020380201,
02020380202,
02020380301,
02020380302,
02020380401,
02020380402,
02020380501,
02020380502,
02020380601,
02020380602,
02020380701,
02020380702,
02020380801,
02020380802,
02020390101,
02020390102,
02020390201,
02020390202,
02020390301,
02020390302,
02020390401,
02020390402,30557690101224001062
02020390501,
02020390502,
02020390601,
02020390602,
02020390701,
02020390702,
02020390801,
02020390802,30557690100819001107
02020400101,
02020400102,
02020400201,
02020400202,
02020400301,
02020400302,
02020400401,
02020400402,
02020400501,
02020400502,30557690101831001103
02020400601,
02020400602,
02020400701,
02020400702,
02020400801,
02020400802,30557690100819001076
02020410101,
02020410102,
02020410201,
02020410202,
02020410301,
02020410302,
02020410401,
02020410402,
02020410501,
02020410502,
02020410601,
02020410602,
02020410701,
02020410702,
02020410801,
02020410802,
02020420101,
02020420102,
02020420201,
02020420202,
02020420301,
02020420302,
02020420401,
02020420402,
02020420501,
02020420502,
02020420601,
02020420602,30557690100516000888
02020420701,
02020420702,
02020420801,
02020420802,
02020430101,
02020430102,
02020430201,
02020430202,
02020430301,
02020430302,
02020430401,
02020430402,
02020430501,
02020430502,
02020430601,
02020430602,
02020430701,
02020430702,30557690101426001007
02020430801,
02020430802,
02020440101,
02020440102,
02020440201,
02020440202,
02020440301,
02020440302,
02020440401,
02020440402,
02020440501,
02020440502,
02020440601,
02020440602,
02020440701,
02020440702,
02020440801,
02020440802,30557690101022001040
02020450101,
02020450102,
02020450201,
02020450202,
02020450301,
02020450302,
02020450401,
02020450402,
02020450501,
02020450502,
02020450601,
02020450602,
02020450701,
02020450702,
02020450801,
02020450802,
02020460101,
02020460102,
02020460201,
02020460202,
02020460301,
02020460302,
02020460401,
02020460402,30557690101224001118
02020460501,
02020460502,
02020460601,
02020460602,
02020460701,
02020460702,
02020460801,
02020460802,
02020470101,
02020470102,
02020470201,
02020470202,
02020470301,
02020470302,
02020470401,
02020470402,
02020470501,
02020470502,
02020470601,
02020470602,
02020470701,
02020470702,
02020470801,
02020470802,
02020480101,
02020480102,
02020480201,
02020480202,
02020480301,
02020480302,
02020480401,
02020480402,
02020480501,
02020480502,
02020480601,
02020480602,
02020480701,
02020480702,
02020480801,
02020480802,
02020490101,
02020490102,
02020490201,
02020490202,
02020490301,
02020490302,
02020490401,
02020490402,
02020490501,
02020490502,
02020490601,
02020490602,30557690101932000942
02020490701,
02020490702,
02020490801,
02020490802,
02020500101,
02020500102,
02020500201,
02020500202,
02020500301,
02020500302,
02020500401,
02020500402,
02020500501,
02020500502,
02020500601,
02020500602,
02020500701,
02020500702,
02020500801,
02020500802,
02020510101,
02020510102,30557690101325001172
02020510201,
02020510202,
02020510301,
02020510302,
02020510401,
02020510402,
02020510501,
02020510502,
02020510601,
02020510602,
02020510701,
02020510702,
02020510801,
02020510802,
02020520101,
02020520102,
02020520201,
02020520202,
02020520301,
02020520302,
02020520401,
02020520402,
02020520501,
02020520502,
02020520601,
02020520602,
02020520701,
02020520702,
02020520801,
02020520802,
02020530101,
02020530102,
02020530201,
02020530202,
02020530301,
02020530302,
02020530401,
02020530402,30557690101932001141
02020530501,
02020530502,
02020530601,
02020530602,
02020530701,
02020530702,
02020530801,
02020530802,
02020540101,
02020540102,
02020540201,
02020540202,
02020540301,
02020540302,
02020540401,
02020540402,
02020540501,
02020540502,
02020540601,
02020540602,
02020540701,
02020540702,
02020540801,
02020540802,
02020550101,
02020550102,
02020550201,
02020550202,
02020550301,
02020550302,
02020550401,
02020550402,
02020550501,
02020550502,
02020550601,
02020550602,
02020550701,
02020550702,30557690100921001171
02020550801,
02020550802,
02020560101,
02020560102,
02020560201,
02020560202,
02020560301,
02020560302,
02020560401,
02020560402,
02020560501,
02020560502,
02020560601,
02020560602,
02020560701,
02020560702,
02020560801,
02020560802,
02020570101,
02020570102,
02020570201,
02020570202,
02020570301,
02020570302,30557690101729000886
02020570401,
02020570402,
02020570501,
02020570502,
02020570601,
02020570602,
02020570701,
02020570702,
02020570801,
02020570802,
02020580101,
02020580102,
02020580201,
02020580202,30557690100617000937
02020580301,
02020580302,
02020580401,
02020580402,
02020580501,
02020580502,
02020580601,
02020580602,
02020580701,
02020580702,
02020580801,
02020580802,
02020590101,
02020590102,
02020590201,
02020590202,
02020590301,
02020590302,
02020590401,
02020590402,30557690100819001167
02020590501,
02020590502,
02020590601,
02020590602,
02020590701,
02020590702,
02020590801,
02020590802,
02020600101,
02020600102,
02020600201,
02020600202,
02020600301,
02020600302,
02020600401,
02020600402,
02020600501,
02020600502,
02020600601,
02020600602,
02020600701,
02020600702,
02020600801,
02020600802,
03010010101,30557690101932001438
03010010102,30557690101932001373
03010010201,30557690101426001472
03010010202,30557690101426001292
03010010301,30557690101831001302
03010010302,30557690101831001225
03010010401,30557690100617001332
03010010402,30557690100617001214
03010010501,30557690100921001282
03010010502,30557690100921001201
03010010601,30557690101527001246
03010010602,30557690101527001217
03010010701,30557690100516001325
03010010702,30557690100516001258
03010010801,30557690101527001436
03010010802,30557690101527001297
03010020101,30557690101527001647
03010020102,30557690101527001462
03010020201,30557690101831001474
03010020202,30557690101831001383
03010020301,30557690101022001363
03010020302,30557690101022001311
03010020401,30557690100011001468
03010020402,30557690100011001065
03010020501,30557690101224001298
03010020502,30557690101224001224
03010020601,30557690100819001340
03010020602,30557690100819000833
03010020701,30557690100415001400
03010020702,30557690100415001323
03010020801,30557690100314001528
03010020802,30557690100314001393
03010030101,30557690100921001640
03010030102,30557690100921001583
03010030201,30557690101628001699
03010030202,30557690101628001467
03010030301,30557690100617001544
03010030302,30557690100617001407
03010030401,30557690101325001518
03010030402,30557690101325001336
03010030501,30557690101123001313
03010030502,30557690101123001259
03010030601,30557690100921001423
03010030602,30557690100921001337
03010030701,30557690101123001539
03010030702,30557690101123001432
03010030801,30557690100819001569
03010030802,30557690100819001159
03010040101,
03010040102,30557690100314001696
03010040201,
03010040202,30557690100011001603
03010040301,30557690100718001591
03010040302,30557690100718001508
03010040401,30557690101022001540
03010040402,30557690101022001439
03010040501,30557690100516001469
03010040502,30557690100516001362
03010040601,30557690100213001504
03010040602,30557690100213001444
03010040701,30557690101224001703
03010040702,30557690101224001517
03010040801,
03010040802,30557690100213001606
03010050101,
03010050102,
03010050201,
03010050202,30557690101831001704
03010050301,
03010050302,30557690101426001607
03010050401,30557690101729001717
03010050402,30557690101729001535
03010050501,30557690100415001637
03010050502,30557690100415001459
03010050601,30557690101932001710
03010050602,30557690101932001548
03010050701,30557690101022001711
03010050702,30557690101022001608
03010050801,
03010050802,30557690100415001014
03010060101,
03010060102,
03010060201,
03010060202,30557690101426000965
03010060301,
03010060302,
03010060401,
03010060402,30557690100516001639
03010060501,30557690101831001656
03010060502,30557690101831001562
03010060601,30557690100112001688
03010060602,30557690100112001666
03010060701,
03010060702,
03010060801,
03010060802,
03010070101,
03010070102,
03010070201,
03010070202,
03010070301,
03010070302,
03010070401,
03010070402,
03010070501,
03010070502,30557690100819001690
03010070601,
03010070602,
03010070701,
03010070702,30557690101022000877
03010070801,
03010070802,
03010080101,
03010080102,
03010080201,
03010080202,
03010080301,
03010080302,
03010080401,
03010080402,30557690101123000858
03010080501,
03010080502,
03010080601,
03010080602,
03010080701,
03010080702,
03010080801,
03010080802,
03010090101,
03010090102,30557690100314001036
03010090201,
03010090202,
03010090301,
03010090302,
03010090401,
03010090402,
03010090501,
03010090502,
03010090601,
03010090602,
03010090701,
03010090702,
03010090801,
03010090802,
03010100101,
03010100102,
03010100201,
03010100202,
03010100301,
03010100302,
03010100401,
03010100402,
03010100501,
03010100502,
03010100601,
03010100602,
03010100701,
03010100702,
03010100801,
03010100802,
03010110101,
03010110102,
03010110201,
03010110202,
03010110301,
03010110302,
03010110401,
03010110402,
03010110501,
03010110502,
03010110601,
03010110602,30557690100112001153
03010110701,
03010110702,
03010110801,
03010110802,
03010120101,
03010120102,
03010120201,
03010120202,
03010120301,
03010120302,
03010120401,
03010120402,
03010120501,
